comment_text,label
"I loved Elvis' singing, no matter where it came from.  I hadn't realized 'anti-appropriation' meant we all have to stick to our own ethnic group. I did read a comment about a Black girl telling a white girl not to wear hoops, but didn't seriously consider it was part of a trend.  That is so silly; what about those of us composed of 5 or more races?  Will we now have fashion police checking we are DNA appropriate?",1
"Just how friendly is/was Tom Moyane and Moses Kgosana?  

These were the Rogue Unit Report, plotters in chief.

Any inside knowledge?",0
"The fiscal ""black hole"" just gets larger with every Liberal budget     Just wow!",0
"I Agree Totally on his ""Many side"" real simple White Supremacist Thugs -> BLM Thugs -> Antifa Thugs...",1
And don't forget to include Mason.,0
"There are some complex issues going on with that land, including that it was reservation land initially, was illegally taken at one point, and after fighting to get it back for decades, the tribe won a court case.  However, they were not awarded the land back, instead they were paid for it.   But the Indians have never accepted the money, it stays in the account into which it was paid, and they want the land back.  

I don't care what the risk is.   It's not the Indians' problem, or if there was justice, it wouldn't be.   Notification to the tribe that was required to run that pipeline half a mile away from the reservation before they began work, notification that didn't happen.",0
"Sam W - I think you are simply not correct if you think bicyclists pay 85% of the highway funds in Alaska.  Sure some pay income tax but so does motorists.  Bicyclists pay 0% dedicated fees and taxes for the bike paths and bike lanes they enjoy in Alaska.  It would be great if bicyclist agreed to pay something, even a token amount, for their bike paths and bike lanes.",0
Which is why religious freedom should never be interpreted to give extra rights not available to everyone. No kirpans where dirks are not permitted.  No niqabs where werewolf masks are not permitted.,0
Your tax burden will not be reduced.,0
Here's a hint as to why this is happening:  Greenspace doesn't make the developers rich and doesn't pay any taxes.  (So politicians see no gain from their perspective.),0
"""It is just the end of the beginning, not the beginning of the end""
.
- Sen. Richard Blumenthal (D) Connecticut
  October 30, 2017
  (re: current ongoing investigation)
.",0
"Another crazy lefty like Antifa he wanted to go  after the white nationalist, country music fans. But the left does not want you to know. They want to make you think only the right wing are extremist and dangerous.
:
https://youtu.be/meswVcfKMFM",1
"Obviously your comment shows your bias, bigotry, and prejudice ""All Black""  Wow!, but they were all white for your info.",1
"I agree, violence is not the answer. Violence plays into the hand of the neo-nazis and white supremacists. The best way to oppose these misguided individuals is to show up in greater numbers and laugh at them. Peacefully laugh them into the dust bin of history where they belong.",1
"The holy grail for the outside corporations is at hand!  Use the Permanent Fund to subsidize the massive theft of Alaskan oil.

Jansen's business gets lots of 'reciprocation' from Exxon to carry our oily water.  Its payback for Jansen shilling for SB-21.  Note Jansen follows the playbook and does not mention how Big Oil is looting Alaska.",0
You might as well include Clinton too.,0
"I guess you might call this ""black male entitlement"".  

Maybe this singer should learn the law.  Private property comes with discretion as to what is appropriate on that property, as decided by the legal owner of the property.",1
"the ignorance you have is with the economy and what makes the world move, unlike you we understand this pipeline is about progress not destruction",0
"Freehand cannot cower to bullying tactics on the auto trade. If we need to all start buying Toyotas made in Canada, so be it. But ME, ME, ME aMErica is not anything we want to be a part of or agree to. If they decide to insult and wage economic war on their own neighbours (us and Mexico), they will become increasingly economically isolated at the obvious expense in their own productivity, jobs, GDP, you name it. Meanwhile, we must branch out and again, that will be at the expense of the US as our products go elsewhere. Good luck cutting down their forests in their own national parks, or selling cars only inside their own borders. No one is going to stock their Walmart shelves, harvest their fields or flip hamburgers at McDonald's unless you are going to pay them $30/hr! Good luck with that! This is classical Trump - stupidity and belligerence off their leash as they re-fan the flames of the Civil War.!",0
Of course no charges.  It's not illegal for cops to shoot blacks.,1
This is the most secretive and undemocratic government in Canadian history.,0
"You are correct England ended slavery before we did and did not have to fight a war to do it, thanks to William Wilberforce. They also were substantially responsible via the slave trade for slavery becoming as widespread here as it did. But the Republican Party was formed as an anti-slavery party, though it is true they did not commit to complete abolition prior to the war. Lincoln was elected as the first Republican president. His election and he and his party's anti-slavery views precipitated the South's succession and the Civil War. And lots of white men fighting for the North did die for the cause of abolition, or are you denying that and taking the black racist view that to be white is to be defacto racist? My great grandfather fought for the North and was fortunate not to die because of it. Your denial of the sacrifice made by my ancestor and many whites for the eventual freedom of blacks is shameful, as is your inference racism applies to all who voted for Trump.",1
"Not only are his ""little hands"" a frequent subject of public comment, but Trump's behavior makes it obvious he has many other ""little"" parts in his anatomy which contribute to his ""little man syndrome"".",0
"Here's a GOOD ONE for those Invaders in Israel (and they say their country is a democracy (LOL)=
Montréal, La Presse/ le 20 novembre 2015;
The American actress Jennifer Lawrence appears in a red suit molding on the new version of Hunger Games posters everywhere...except in Israel.
Advertising banners of the film installed in the cities of Jerusalem and Bnei Brak have visibly been censored.  Only a ring of fire appears. 
""We discovered that public posters showing women are often torn from Jerusalem, when they are simply prohibited in Bnei Brak"", 
said a commercial representative of the film in Israel.",0
It's not a Muslim ban - that's a lie. Muslims from Indonesia and India and other nations are not affected. And where was your outrage when Obama banned refugees (most of them Muslims) from Iraq in 2011?,0
Awwww.....Isn't he lovely ? What a nice guy !,0
"The wealthy always get better health care, lawyers, holidays etc. Even driving stoned or drunk is no huge issue for the wealthy. Even former premiers caught drunk while driving got off.. Nothing new here.",0
Somebody needs to do something about these crazy white folk.,1
"""The use of triple parentheses or triple brackets, also known as an (((echo))), is an antisemitic symbol that has been used to highlight the names of individuals of a Jewish background. The practice originated from the far-right blog The Right Stuff; the blog's editors have explained that the symbol is meant to symbolize that the historic actions of members of the Jewish ethnicity had caused their surnames to ""echo throughout history"".[1] The triple parentheses have been adopted as an online stigma by antisemites, neo-Nazis, and white nationalists to identify individuals of Jewish background as targets for online harassment, such as Jewish political journalists critical of President Donald Trump during his 2016 election campaign.[2][3]"" 

Yes indeed, pointing out anti-semitism certainly qualifies someone as a ""snowflake"".  Gary Crum",1
"i totally agree with you. But, by the same token, the dems have not done that much and really do not have all that useful of ideas.",0
"How many of the commenters are middle age, middle class white people?  I am.  The question I ask myself is why would a rich, black athlete take this stance to protest what he believes to be injustice toward people of color?  Why risk the disdain, ridicule and hate that he has encountered?  Why not just sit down, shut up and go along? How else could he have brought national recognition, in a peaceful manner, to an issue he feels so strongly about?  Those are the questions I ask myself.",0
"Stereotyping is probably the biggest cause of our current public unease. It is not a new problem; it is a thinking skill or lack thereof that challenges us all. When we fail to appreciate the individuality and uniqueness of others, then it becomes easier to make blanket assessments. (Some examples come to mind:  Immigrants might be rapists; POWs are losers; journalists are liars; black people have unhealthy eating habits.)  We all have sloppy thinking.  We should try to do less of it, not more. The foundational flaw in your response is the fact that you were stereotyping an entire group and then pointing the finger at all sorts of other things to defend your sloppy conclusions.",1
"Why third-world countries are poor? Because of crusaders, white supremacists, colonization, etc? No, because of flagrant stupidity of their populations. Considering stupidity and corruptibility of Ontarian, sorry, so-called ""elite"", Ontario has every opportunity to become a strong third-world country.",1
"It is common for white racists to call black folks racist. It is projection on their part. Their bizzaro universe validates them. They are clear that they think facts and logic are liberal conspiracies. The sad truth is that the most valuable asset that GBA has is his white skin. It is logical that he would defend whiteness at every turn. He has nothing else to lean on. Unfortunately, his fellow travelers have made a point of arming every white racist in the country. Just in case.",1
"Real question would be, would Russia allow Syria's Assad to fall? From an alliance concept, war with Syria equate to war with Russia since both nations appears to be joined at the hip. Fall of Assad will weaken Putin so considerably, his own fall won't be that far off.

Syria really isn't worth the ink its printed on.",0
"The guy who drove the car is an older white guy, a trump supporter....of course the usual suspects here will back this guy no matter what..lol. One more thing, the guy is a registered sex offender of the worst kind, he's a child molester. Now who should be tarred and feathered? Ha ha.",1
"""Boyden refused to take the side of First Nations activists who were concerned about the museum's lack of acknowledgement of the various genocides inflicted upon Canada's First Nations by European settlers.""

Why would this issue alone define Mr. Boyden's credibility? Not everybody accepts the premise that First Nations have been subjected to genocide, at least in the modern era, and some consider the use of the term by First Nations as being in itself tantamount to cultural appropriation. Members of several groups, including Armenians and European Jews, are likely to object to the use of the term to describe anything other than culturally or racially based systematic mass murder. So, were I Boyden, I'd also be tempted to stay silent on a question addressed to me on this issue as it appears any such inquiry would likely be in the form of a non sequitur, where one has to accept the underlying premise of the questioner in order to respond in an ""acceptable"" fashion.",0
"18-Month construction delay for the N-Line? If you look at the line they built through Arvada, it's been completed for a year now and has carried exactly ZERO passengers. So if they get this N-Line built, don't expect it to be ready to go for... who knows how long. Just based on what's not happening with our light rail here in Arvada.",0
"You know about 'Machismo' and Mexican males? Nieto's suffering from a major case. It's an irrational behavior characteristic of men in a paternalistic society like Mexico which leads to self destruction as it's considered disgraceful to reasonably accommodate an opposing view. You know it in Canada as It's common amongst the followers of Sharia law and Islam. It's why Mexico is a failed state.


It's actually a brilliant move of Trump. Trump wants regime change in Mexico and he'll get it as Nieto can't back down now. Next target is Trudeau. Should be easier to attack Trudeau's vain and superficial characteristics",1
Good thing other migrants came to North America to introduce the concept of reading and writing....and no talk about the 'borrowing' or cultural appropriation of it ! wow!........by all means do all the stuff in your article if Canadian taxpayers are not going to be on the hook for it....,0
Cause he is black.... and a democrat.......   If he was black and a republican (shivers)...... We have some really screwed up people running this........... NOT running this country.,1
"OMG, they're considering hiring an actual WHITE MALE?!?  They must be monsters!!!!!",1
Dude now that is awesome. Hard working white people.  Wowser.,1
COVFEFE now available in all 57 states.,0
"Being black is tough. Being a woman is also tough. Two strikes  there. In the early 80's, as a petite blonde woman who chose veterinary medicine as a career, I can tell you that getting a job there wasn't an easy slog either. It didn't take me long to get over my my hopes to have a career in the dairy industry. It's funny how women can take a major role in the drudge work of farming, but that was only ok if you weren't being paid for professional services. Things have changed. I think a lot. ..... But I don't agree that there is a preference for people to choose associates who look like themselves. They  choose people who look like the people they grew up with and saw in those positions they are hiring for. After all I never met a Golden Retriever who much cared that the dog next door was a black lab. Afterall, you don't really see yourself. You see what's around you. Put another way, the more black female lawyers there are today, the more there will be tomorrow.",1
"I doubt that anyone will dispute your concept of ""illegal alien"". Yes, there are people - identifiable because they're Mexicans and easy to spot (well, some might be from Guatemala or Ecuador or  anywhere south of the border. They all have dark skin and talk Mexican) The difference in perspective is what these people bring to us. I'd much rather exploit illegals than spend a day wading through entrails at a slaughter house or meat packing plant, or stooped over in the hot sun picking berries. I suppose you will be working in the agriculture field soon?",1
"Come on, any of Dave Logan's Valor Christian teams could have beat this team with Joseph in charge and Siemian playing and I use the term playing very loosely.",0
"I was aware the Civil Rights Act was passed in the '60s, but it's not a date that sticks in my mind, probably because I'm not black. I'm pretty sure I'll remember it from now on though. ;)",1
"Right.  And what's the percentage of murderers, serial killers and child molesters among white Americans?  You gotta live with that, too.  The problem with human beings is that they're good, bad and mostly indifferent.",1
"Why do some hyper christians support Trump? Is it because they will believe anything, no matter how ridiculous?",0
"The political fabric of the country may shift significantly in the coming few years.  BC's NDP government may fall soon, particularly if they pursue the usual ideological NDP causes instead of realizing that they were elected to deal with Vancouver's housing nightmare.  Alberta's NDP is doomed with the new UCP.  Saskatchewan may well re-elect the conservative Saskatchewan Party, even without Wall.  Manitoba currently has a conservative government.  Katherine Wynne as the most unpopular leader in the country may well be replaced by the PC's in the next Ontario election.  It is entirely possibly that Canadian provinces will be run by conservatives from the Pacific to the Quebec border.",0
"Every white redneck should already know this by now because I herald it everywhere I can. And all should acknowledge that white men are not kings of the hill. Any hill. So kindly stop slamming Alaska Natives every chance you get. Studies, research, law enforcement statistics, the FBI crime stats, state and federal crime stats, ad infinitum, say thus: White men commit the most heinous crimes across the country; white men are at the top of the list as serial killers; white men are at the top of the list as child sex predators and killers; white men make up 85-percent of child sex tourists in Latin America. Any questions?",1
"The CIA has a pretty crappy record of successful assassination attempts, a pretty good record for getting caught, and certain knowledge that a failed attempt will incinerate 25 million people in Seoul.",0
"I'm no fan of the tactics of antifa......However, I consider their ""goals"" far more worthy than the goals of white supremacy.  I condemn their violence and deplore their support for censorship.  I agree with you that we must we willing to confront white supremacists in a civil fashion and work to expose the inhumanity of their views.  Gary Crum",1
So we have to shoulder the burden for another four months instead of 20 years.,0
Those of us who are omnivorous and eat meat differ from the vegans.,0
"Either you are suggesting that the winning party should ram-rod policy, or maybe the public should be voting on these proposals instead of our elected one party rule, doing the ram-roding.",0
The illegals are 98% non-white. But I guarantee you the white 2% will be kicked out along with the 98%.,1
"You are not going to win here. Being well read doesn't mean you know who every tom dick and harry on the radio is, particularly when you don't listen to talk radio. You don't understand what discernment is - look it up. In your tiny world all black people know each other. That's silly, and it's not true. Do you know who Ian Haney Lopez is? No? See how that works? How myopic of you. And you don't know the first thing about me, other than an exchange on a message board, so I reject your ""hypocrite"" label, and need to let you know that your opinion doesn't matter to me one way or the other. Have a nice day!",1
"The approved drilling plan for Broomfield met many regulatory requirements and exceeded others so your analogy doesn't make any sense.

As for Climax the CDPHE standard is arbitrary to begin with so concentrations that are 10 times an arbitrary standard aren't material.",0
"I met some sexy-dressed Black hookers camping in a tent near the back entrance last year! They were funny as hell. How do you dress like that and stay in a small, flimsy tent? They pulled it off! Came to my cabin on their way back to Anchorage for a sit by the pit and a joint/beer.",1
That true example of sarcasm will be lost on them.,0
"He'll be well suited to Paris and will be much happier there.  I wish him well, he seems a decent chap but ill suited to Foreign Minister.  I always admired him for taking on the Quebec Separatists and coming up with the Bill requiring a clear question on Separation etc .",0
Supervised injection sites prevent ODs. Please do your research.,0
"So women, a protected class, are less worthy of a college education preference than those who are non-white.  

I wonder how the gays, lesbians, transgendered and other 'protected' classes will fit into the paradigm which says racial preferences are the most important. 

Will there be a sliding scale?",1
"But what about Christ's commandments? Not suggestions but commandments. When does 
Jesus begin being God in your mind and where is he simply a really cool social worker. He calls his disciples to abandon family and suffer for him, to deny oneself for the sake of him and others. 

The 2000 years prior to Francis did not come out of the blue, the massive charity efforts of the Church providing a 4th of the entire worlds healthcare and on of the largest charities, all this before Francis. We have had spiritual manuals on how to have a personal relationship with Christ since the 3rd century!

The caricature of the Church as some apathetic monolithic organization is grossly dishonest, usually found in protestant circles.",0
"... esp. when they always try to claim the religiously moral 'family values' high ground, and then vote for Cheetolini, touchers, molesters.  This guy was putting folks in jail, buuuut didn't see ANYTHING wrong with going after and molesting under age girls while fashioning his home made 10 commandments.  That's rich!

REPUBLICANS ARE TRULY SICK PUPPIES!!!  They are defintely holding the USA back ... feigning Christianity and flag waving while finger pointing at all other segments of the USA.  WTF.",0
"Get out of here with that garbage. Armed Nazis and white supremacists are emboldened to march in American streets. They are the scum of the earth. No moral equivalence or even handed balanced analysis of both sides of the issue is possible here.
You cannot be a Nazi and an American. A war was fought over this. Ditto the traitors who fought for the confederacy and their inbred descendents banging on about ""heritage"" and ""southern pride"" while dreaming of a new Jim Crow.
When you write that ""both sides"" are responsible for the violence you  equate peaceful protesters with those who would end the existence of whole groups of human beings, merely for existing. You may think this makes you sound intellectual, open minded and even handed but in reality you sound like a mealy mouthed coward at best. At worst you come off  as sympathetic to this repugnant ideology.",1
"The sad news is that killing one species to save another is fundamentally wrong,

That my friend is an ethical judgement, and a contentious one at that.
You have your thoughts and others have theirs. Or is that too much personal freedom for the average person, you think? 

 but probably more relevant to you is that the endangered species’ threat of cats is absurd. 
To you, it probably is. Most ""cat"" people would agree. There is a significant body of educated people around the globe that would disagree. But they will probably all come around after they visit your shelter, right? Someday we'll all be as enlightened as you hopefully.

I trust we have covered all the bases here and I'm not into spinning wheels. Have a great day.",0
"I said nothing about racism.  Did you mean that for someone else??

Pope Francis has the dignity, grace, manners, and good sense to wait. I am sure, with class, he will say what needs to be said when something actually occurs.  Try rereading his note to the President again.

Wonder if you would be willing to eat your words if things turn out better than you hope?",0
"Double down. She was elected in she needs to be elected out public pressure needs to amplify loudly. Trump isn't even in office and people are emboldened to spread this neo Nazi propaganda. We cannot be passive, or we become the problem.",0
"Trump has been president for 6 months (162 days).
He has tweeted 961 times
He has played 40 rounds of golf
He has left 2 international agreements, but renegotiated 0 new deals.
He has signed 0 pieces of new legislation
He has built 0 miles of border wall
He has prosecuted Hillary/Obama for 0 crimes
He has repealed 0% of Obamacare
http://www.cnn.com/2017/07/19/politics/donald-trump-six-months/index.html

#SoMuchWinning!",0
"I didn't judge you, just your defense of the indefensible. What I know about you is that you think my being offended by a black face costume is worse than the actions that I am offended by.  You think someone offended should immediately offer forgiveness and understanding for harmful deeds if there is a plausible reason for the offensive behavior. That is akin to saying black Americans should have thicker skin. You can be an excellent driver yet have an accident one day.  Do we look at how you drove well for 40 years, or do we focus on the one day where you hurt or killed someone? While she had a cute excuse for her racist behavior, a law school professor knows and understands racism and our racist past and yet ignored that knowledge to be cute. Subtle racism is still racism. Do you understand the history of black face and how conservatives lampooned black Americans with it? Ever notice any black Americans dressed in white face for Halloween?",1
"Let me remind you people: If you disagree with the removal, you are a white supremacist, a racist, a massacre supporter, and on. Now let's vote!\

Oh, don't forget our currencies. You should send all Canadian currencies bearing his picture to me for destruction too. And don't forget the Queen, who is the symbol for all the bad things that happened in past.

Let's change the picture to someone more positive. I vote for Pierre Trudeau.",1
"What is wrong with these kids today, too many video games of violence?",0
"""Deep down, most of us are racist – or are we?""

No, we're not. Birds of a feather flock together is a proverb that has been in use since at least the mid 16th century.  Those with common traits or facing similar social or economic problems will certainly do so. That in and of itself does not signify racism.
The past few decades have unfairly characterized whites against anyone who isn't. In reality whites are no more ""racist"" than any other ethnic group.",1
"One Leaf loss and the trolls come out in droves.  The usual regular poster who complains about NHL rule book - like that can do any good.  Or about some grand scheme of certain teams winning back to back games, how the Leafs win with lady luck....blah blah blah.  Normal useless commentary.

Other posters who have been silent for games but are quick to comment on ""failing to reel in an important two points"" with the Buffalo game.  Of course, the poster was silent when the Leafs did reel in the important two points against the Devils, NJ, Boston and CBJ.  But hey, let's not get the facts in the way of a good biased perspective against the Leafs on a thread devoted to those who follow this team.

Once again, amazed at the motivation of posters who intentionally go to a site with fans of a team only to antagonize and berate that team.  Someone must p*ss in their cornflakes daily.",0
"It might not be good for little girl to be exposed on internet world wide and she's probably obsessed with her looks and clothes= the making of a narcissist (self-absorbed, swelled head, arrogant, self-obsessed, obsessed with beauty and her looks).",0
"""If you show them hatred, you are no better than they are.""

The KKK?  

Should I show all that 'love and compassion' before or after they hang another black person or tow one of 'them' behind their pickup on a chain?

Or just after they light the cross on fire?  

I wouldn't want to offend them, after all!

Right?",1
And even settler scholarship debunks this white supremacist myth making.,1
"The problem here is that the AG is making statements irrelevant to the contents of the order on 7-nation ban. 
*",0
""" ... motivated by ISIS""?
Motivated by Islam.",0
"I've not voted Liberal, never have and, as they continue on their current path, see no reason to ever mark my ballot for one of their candidates, no matter how eminently qualified they may be. That said, I too fear for the future of this party and the impact their unrelenting pursuit of power might have on the overall health of our democratic institutions. 

I get that all political parties, to some extent, parachute their perceived ""star"" candidates into ridings, somehow hoping this will improve their chances, but misguided in the belief they will add bench strength. The Liberals, though, appear to have perfected this tactic over the years, to the point one has to wonder if they've moved it beyond the exception and now making it more the rule. And if the grassroots of their support base continues losing the ability to pick a candidate of their choosing, someone from their communities, whose interests then once in office, do these parachute people represent? 

Yes ""CANADA IS BACK""",0
Just the beginning of an effort on the part of unionized gov employees to hold a proverbial gun to our heads to scare us into paying up or we cut police coverage/ increase road closures etc.... It's past time we loose the emotional drivel and put a pencil to what we can actually afford. Has ANYONE suggested we fall back and look at what we're paying APD and Troopers and what market driven reforms might be necessary as the state goes into financial free fall?  What about all the new cops Berkowitz was hiring?,0
"Note carefully the manner in which it I divided.  It would guarantee 2 additional Democrat Senators.  How about dividing it SF to LA along the coat lien as one State,  No, Cal a 2d.  And the valley  and San Diego a 3d.",0
"Rich,

  Yes, human nature tends to be prejudiced.
  But the more primitive and simple societies seem to have no problem with prejudice.
  As for Cuba, I don't praise them because they're socialists. I've seen documentaries and news stories through the years that indicate the whites, blacks and browns get along. Maybe because they are all equally poor. Maybe it's communist propaganda. But I believe corporate capitalism thrives on racism and discrimination, socialism and social democracy don't.",1
"A large part of the reason why education is so costly is because of the huge numbers of immigrants pouring into our country that don't pay taxes but receive public benefits like food stamps and education for free. Secondly, because of our ""diversity"" endless amounts are spent developing education programs and ESL programs for hispanic immigrants and other nonwhites which don't learn the same way (or at the same speeds) as the majority white students. Look at test scores by demographic in Alaska, for example. It is very costly to develop an education program for every group.",1
"Far left nut generally fall into four groups. 1. College kid who took their first Political Science class and thinks they know everything. 2. Old Hippie who wants a cause to try to remember their youth. 3. Loser in most accepts of their life needs someone to blame, must be (bankers, rich people, white people, etc).  4. unemployed/illegal.  If you find yourself in one of these groups try to educate yourself. Bernie Sanders did a great job of finding these people.",1
"The ""Proud Boys"" is a group of loosely-affiliated, low-information neo-nazi crybaby trolls. We can see where your sympathies lie; too bad you're too much of a ""snowflake"" to attach your name to your risible comment.",0
"OMG. Your rant reeks of desperation. So now you're a moderate, eh? Not buying it. You lie. Moderates do not want to blend America with the world. Moderates do not want to grant the status of ""special"", along with preferential treatment to everybody who is not a white male. Moderates do not want a lifelong sleazy criminal like Hillary, to be president. In short, We The People reject totally and utterly, you, your Enemy of the People news rag, your Lord and Master George Soros, and DemoRats everywhere. What a shame you get paid by the word. 40 years helping screw up the heathcare system, now you start in on politics. Welcome to the arena. Ole.",1
"I object.  There's a big difference between hillbillies and rednecks.  From my experience the former believe in 'live-and-let-live', and have been punished by white-supremacist rednecks in and out of power since West Virginia seceded from Virginia.  Hillbillies are even ""ghettoized"" into their own 'Bantustans' in Chicago.",1
"Don't get mad at the cops. Get made at the millions of other black guys who have committed   an endless stream of mindless and violent crimes against persons, property, and society. Black guys have an 80 times greater risk of being shot by other black guys than by cops, But cops have to clean up the blood. They see it every day and their own experience forewarn them of what to expect and who they are at greatest risk from. Many innocent blacks are collateral damage in the collapse of black urban culture. Despite being just 8% of the population (yup that's all) even you must grasp how much of society's problems stem from fatherless black kids running wild.",1
"Lightening happened on the north slope ""rarely"" 30 years ago or longer. Those are anecdotal observations and worth something to researchers. Of course the scientist know that. But science is different and needs base line data to arrive at a conclusion. For the past 25 years they have been taking and recording the information (precisely) as part of broader study. While strikes may have been rare 30 or more years ago, their data show it's happening more often and may not even be classified as ""rare"".   

My anecdotal observation about lightening in SC Alaska is it's more common than it used to be along with the type of storms that produce lightening more than in the 70's. There is a web site that show lightening strikes and counts on an hourly basis.Their data shows a marked increase in lightening strike across the state yearly, breaking records almost every year since they put the satellites in place.

Humans are the primary drivers of global warming. Next topic....",0
"Oh, yes, I'm sure you will say that because a super-minority did not have so called civil rights that we were just a dung-heap of a civilization.  Funny, those who lived in the south said that the black family was more happy and healthy than now! Many Women were on pedestals, not the unhappy lot your kind always project.  Your problem is that you watched too many Twilight zone re-runs and bought into clew-less high school drop-outs singing protest songs on the radio.",1
"Bill, you're better than this. Ask yourself two questions.

1.) If AGW is not real and we only think it's real because of an airtight scientific conspiracy against the truth, why wouldn't a fossil fuel company fund its own research to reveal the truth? Exxon or BP could spend tens of millions to fund and publicize such research, and they have a LOT to lose unless AGW is shown to be a hoax. Hell, they spend more than that funding denial!

2.) GW theory is important to a wide range of scientific disciplines--atmospheric physics and chemistry, paleontology, oceanography, climatology, the study of glaciers and ice, even the study of other planets. The scientists who showed that atmospheric CO2 was not, in fact, the Earth's' thermostat, would be the Newton or Einstein of our age. She or he would redefine our knowledge of the universe. That is one hell of an inducement to do the research, especially if AGW theory is so clearly a fraud. 

Why hasn't someone done it and become immortal?",0
"""Pretty well established""? By whom? Milosevic, the head man in Serbia at the time, was a genocidal maniac who encouraged other Serbs to commit war crimes. Yet somehow this does not concern you. And you probably wondering why some here consider you to be a troll.",0
The US policy seems to be that it's only terrorism when the victims are white.,1
"You cannot unless you know about future taxes, inflation and a number of other factors.   Having been retired for 21 years I have watched these factors bite a good number of my friends.",0
"Gee....I wonder if this internal growth in BC has anything to do with higher housing prices on Vancouver Island for example, especially the City of Victoria, Duncan and the mid island. All housing prices are going up there.

Victoria has seen consistent air traffic growth at their airport the last 36 quarters especially from domestic the passenger category. 2016 was the largest increase in domestic passenger growth numbers in history.

Nah...when you read the G&M and other MSM articles it's all because of the big bad Chinese. LOL.",0
"Add further, do NOT lie anymore.

http://vancouversun.com/news/local-news/b-c-aware-of-26-baby-houses-as-birth-tourism-from-china-booms",0
It's nothing that doesn't happen to white folks on public transportation. Off and on since I was a teen I've been either groped or harassed/shoved intermittently by black people.,1
Don't white supremacists hate Jews? Trump is surrounded by Jews. His daughter is a convert and his son in law is Orthodox Jewish.,1
"Yeah, checks and balances did not work very well on that particular occasion. It seems obvious that ousting Saddam Hussein did cause many more victims than if he had been left in power, but let's not forget that Cheney's Halliburton made $39.5 billion profit during the Iraq war. To me that seems like a very powerful motivator for Cheney and friends to justify the Iraq invasion.

http://readersupportednews.org/news-section2/308-12/16561-focus-cheneys-halliburton-made-395-billion-on-iraq-war",0
"She won't get the uneducated white male vote. 

Trump LOVES the poorly educated.",1
"There is only one man in Washington who has the .....backbone to speak the truth. The fascist Antifa and Racist Black lives mater came ready to fight and that's what they did. Supporting history and noble men whether you agree with them or not does not make someone (as the current marxist lies would infer) a racist. They had the right to peacefully do that and they did, BLM and Antifa do not have the right to beat people up and shout them down, it is they who have blood on their hands as much as the driver. Trump support grows with the people with every swing he takes at these idiots who call themselves reporters but who are in reality just the new face of Pravda",1
"What is shameful is the gullibility of Democrats of this island to be brainwashed by the media as demonstrated by how they were all fooled and brainwashed by the media to support rail.
An example of how Democrats of this island absorbed rail media brainwashing is the media propaganda ""Rail is cheaper to maintain and operate"" that Democrats mouth against the anti-rail.   
- 
There is no cause for anyone to speak up for Muslims, Latinos, women and so-called ""healthcare cutbacks"" simply because all of that are nothing more than based on anti-Trump media propaganda.",1
"Yo ho, can you explain to me why white men commit 99% of child sex crimes, and usually kill their prey?",1
How do these professional agitators find the time and resources to endlessly protest?,0
"Hillarp is right on.  Succinct and accurate.  I'm not sure why someone has to point out the obvious but if that's the limit your acumen, so be it.  Now I understand.  As for you claiming the article states that the second amendment has its roots in slavery, that's a bit of a stretch, isn't it.  Fairly hypocritical of you to talk about attacking rather than responding.  Pot.  Kettle.  Black.  Lol.",1
dick=wad,0
"“Amazing how it falls under ‘academic freedom’ when a black (woman) spews this extreme bigotry yet everyone knows if a straight white male said anything close to that they would be rightfully fired.”  There are many who would agree with this statement. I wonder if perhaps some individuals with a PhD go into other fields that earn more money. Perhaps that is why the statistics are what they are. Maybe it's also partially a result of the preponderance of older Caucasians living in the U.S. and in a generation, the census mix and make-up of professors will be different. Totally agree with Keala's comment that there would be more value in looking at character and not skin color.",1
"What? You dinks blame resident Triumph FOR ANYTHING that doesn't tikcle your dope smoking, sexual deviant's infallibility complex.
Get real, because your black clad antifa queens are going to face a retribution they didn't see coming-and of course it'll be President Triumph's fault.
lmao. Ignorant snowflake.",1
"There's no way I'm voting for the sexist racist BC NDP. Go Green as an alternative.

If you;re a white male they have policies banning your participation in politics, Horgan, other men in party act like Polygamists, they have theirs, all the others all have to leave or bow down to them only, no hope for participating in democracy. They are a disgrace and need to go if they cannot control their anti-male, anti-white, anti-heterosexual identity politics.
Regretfully, they the NDP are not a credible alternative.",1
"a muslim calling out canada for misogyny. thats rich.
who are ""whites"" anyway? do they include the halfbreeds running the mmiw, jews, ""white"" syrians?
a vacation to india, any muslim country, or africa usually shuts these snowflakes up pretty quickly. i think these mulsim women are projecting their own oppression.",1
I'm pretty sure trump and his pals will profit handsomely from running our country as their business.,0
"The moderates are probably (like the rest of us) too busy working, taking care of their kids, and living life to jump and shout as you'd like.
Just like Donald's supporters didn't call out the extreme members within their ranks or make any attempt to distance themselves from the KKK.  You didn't care about them speaking out, so why care about these guys?  Oh right, hypocrisy.",0
"The media is absurd. Can you get your facts straight please? It was not a ""white supremacist protest"", it was ""unite the right"".  Some racist morons may have coopted it, but that was never its original intent.",1
He was here illegally to begin with. Catch all these illegals and send them back!!!,0
Tooly O'Tool or whatever her name is may actually be correct in this case. What's  the point of mentioning climate change when trying to negotiate with a bunch of clowns that think it's a hoax invented by the Chinese?,1
